ID,Domain,Name,Max Rate
107368,"twentythirdbydeanne.com","Twenty Third by Deanne","6.5%"
107372,"earthhero.com","EarthHero","4.6%"
107395,"hobobags.com","HOBO Bags","3.9%"
107400,"sacheu.com","SACHEU Beauty","6.5%"
107409,"quictents.com","Quictent","5.2%"
107412,"sweatandmilk.com","Sweat and Milk","5.2%"
107431,"snapsupplements.com","Snap Supplements","3.3%"
107437,"havenwellwithin.com","Haven Well Within","3.3%"
107473,"italki.com","italki","$11.70"
107474,"endnote.com","EndNote | Reference Management Software","13%"
107480,"xsuit.com","xSuit","3.9%"
107925,"lazarusartisangoods.com","Lazarus Artisan Goods","6.5%"
107935,"arenti.com","Arenti","7.8%"
107937,"fahrenheitnewyork.com","Fahrenheit New York","7.8%"
107939,"fybjewelry.com","fyb Jewelry","9.8%"
107943,"pittsburghsprayequip.com","Pittsburgh Spray Equipment","3.3%"
107947,"wholesalecabinets.us","Wholesale Cabinets","1.3%"
107955,"rag-bone.com","rag & bone","2%"
107973,"whisperingwillowsoap.com","Whispering Willow","10.4%"
107973,"whisperingwillow.com","Whispering Willow","10.4%"
107981,"winnieandcrew.com","Winnie and Crew","6.5%"
107993,"breo.eu","SHENZHEN  BREO  TECHNOLOGY CO., LTD.","9.8%"
107993,"breoeu.com","SHENZHEN  BREO  TECHNOLOGY CO., LTD.","9.8%"
107993,"us.breo.com","SHENZHEN  BREO  TECHNOLOGY CO., LTD.","9.8%"
107998,"store.obsbot.com","OBSBOT","5.2%"
107998,"obsbot.com","OBSBOT","5.2%"
108000,"shoptaxidermy.com","Taxidermy","6.5%"
108006,"collectiblexchange.com","CollectibleXchange","6.5%"
108011,"shopdolan.com","DOLAN","9.8%"
108020,"paromi.com","Paromi Tea","5.2%"
108023,"vivanaturals.com","Viva Naturals","2%"
108038,"ezri.com","EZRI","3.3%"
108038,"ezriusa.com","EZRI","3.3%"
108041,"bamboolittle.com","Bamboo Little","3.3%"
108047,"briocoolers.com","Brio Water","3.3%"
108047,"briowater.com","Brio Water","3.3%"
108049,"sideshaper.com","Side Shaper","6.5%"
108050,"xgimi.com","XGIMI","3.3%"
108051,"steviejs.com","Stevie Js","6.5%"
108052,"naturessunshine.com","Nature's Sunshine","2%"
108055,"magicyclebike.com","Magicycle Business ltd","2%"
108057,"naturevibe.com","Naturevibe Botanicals","19.5%"
108059,"puzzlesprint.com","PuzzlesPrint","6.5%"
108064,"siennanaturals.com","Sienna Naturals","3.3%"
108068,"newscientist.com","New Scientist","$4.43"
108069,"graphicaudio.net","GraphicAudio","6.5%"
108084,"relifesports.com","Relife","6.5%"
108085,"bedsurehome.com","Bedsure","6.5%"
108085,"bedsuredesigns.com","Bedsure","6.5%"
108105,"resione.com","Resione","3.3%"
108109,"pureparima.com","Pure Parima","6.5%"
108140,"saltandstone.com","Salt & Stone","3.3%"
108145,"aricove.com","Aricove","6.5%"
108146,"joyamia.com","JOYA MIA","9.8%"
108148,"clearwithin.com","Clear Within","1.3%"
108150,"bludot.com","Blu Dot","0.7%"
108160,"panoramas.com","Blakeway Worldwide Panoramas, Inc.","6.5%"
108238,"pioneerminisplit.com","Pioneer Mini Split Systems","1.6%"
108251,"suchavoice.com","Such A Voice","$4.52"
108254,"wearkent.com","KENT","6.5%"
108261,"thelogox.com","LogOX","3.3%"
108262,"tempaper.com","Tempaper","5.2%"
108265,"iliferobot.store","iLife Robot","6.5%"
108268,"lilhelper.ca","Lil Helper","3.3%"
108275,"lairdsuperfood.com","Laird Superfood","6.5%"
108276,"mymonob.com","Mono B","6.5%"
108278,"goldbelly.com","Goldbelly","2.6%"
108281,"starz.com","Starz","$3.25"
108284,"us.jshealthvitamins.com","JSHealth Vitamins","7.8%"
108284,"eu.jshealthvitamins.com","JSHealth Vitamins","3.3%"
108487,"sugarlips.com","Sugarlips","6.5%"
108488,"us.filorga.com","Filorga","5.2%"
108497,"michaels.com","Michaels","0.7%"
108503,"pawrade.com","Pawrade","1.6%"
108839,"fax.plus","Alohi","19.5%"
108839,"alohi.com","Alohi","19.5%"
108843,"just-fred.com","JUST FRED","6.5%"
108847,"future.co","Future","$10.40"
108852,"lee.com","Lee Jeans","2.1%"
108856,"rosettastone.com","Rosetta Stone","4.6%"
108864,"macandmoon.com","Mac & Moon","3.3%"
108865,"mitchellandness.com","Mitchell & Ness","3.3%"
108876,"allergytest.co","Allergy Test","6.5%"
108896,"secretflightclub.com","Secret Flight Club","26%"
108899,"anneklein.com","Anne Klein","$0.01"
108904,"zupapa.us","Zupapa","2%"
108906,"brookeandlou.com","Brooke and Lou","6.5%"
108907,"thistle.co","Thistle","$13.00"
108910,"hisnackbreak.com","Snack Break Jewelry LLC","13%"
108912,"myeyebb.com","MYEYEBB","16.3%"
108915,"scoutandnimble.com","Scout & Nimble","5.2%"
108921,"gizmogo.com","Gizmogo","5.2%"
108935,"gooseberryintimates.com","Gooseberry Intimates Ltd","6.5%"
108938,"shop.diamondnuts.com","Harmony Snacks","6.5%"
109043,"jeans.com","Jeans.com","3.3%"
109054,"longer3d.com","LONGER TECHNOLOGY INC","3.3%"
109071,"sincerelysilver.co","Sincerely Silver","19.5%"
109074,"drhauschka.com","Dr. Hauschka","6.5%"
109077,"shopluxorworkspaces.com","SideTrak","2%"
109077,"sidetrak.com","SideTrak","2%"
109081,"lg.com","LG Electronics","7.2%"
109091,"hugoboss.com","HUGO BOSS","3.9%"
109091,"store-us.hugoboss.com","HUGO BOSS","3.9%"
109097,"goodchop.com","Good Chop","$13.00"
109170,"buckpalmer.com","Buck Palmer Jewelry","4.6%"
109175,"idrese.com","IDRESE FOOTWEAR","$9.75"
109183,"spigot.com","Spigot","29.3%"
109183,"vuzevpn.com","Spigot","29.3%"
109186,"cubetracker.com","Cube Tracker","16.3%"
109201,"silksilky.com","SILKSILKY","6.5%"
109205,"microperfumes.com","MicroPerfumes","0.7%"
109216,"villagroupresorts.com","Villa Group","3.9%"
109225,"springer.com","Springer Link","6.5%"
109225,"link.springer.com","Springer Link","6.5%"
109235,"duluthtrading.com","Duluth Trading Company","2.6%"
109243,"taferresorts.com","TAFER Hotels & Resorts","3.9%"
109247,"scholartrip.com","ScholarTrip","0.7%"
109251,"xp-pen.com","XP-PEN","4.6%"
109251,"storexppen.com","XP-PEN","3.3%"
109254,"frigidaire.com","Frigidaire","3.9%"
109260,"cheapcaribbean.com","Cheap Caribbean Vacations","2.6%"
109261,"dermstore.com","Dermstore","4.6%"
109266,"fabletics.com","Fabletics","$9.75"
109266,"fabletics.ca","Fabletics","$9.75"
109270,"vktry.com","VKTRY","9.8%"
109329,"ebay.com","Ebay","1%"
109342,"nutrishopusa.com","Nutrishop","2.6%"
109370,"nicksboots.com","Nick's Handmade Boots","0.7%"
109384,"muc-off.com","Muc-Off","6.5%"
109385,"houseofintuitionla.com","House of Intuition","2.6%"
109386,"shikobeauty.com","Shiko Beauty Collective","3.3%"
109388,"star-conflict.com","Star Conflict","$1.76"
109399,"colorescience.com","Colorescience","4.6%"
109405,"gameroyale.net","CRSED: F.O.A.D.","$1.76"
109405,"crsed.net","CRSED: F.O.A.D.","$1.76"
109409,"advancedclinicals.com","Advanced Clinicals","9.8%"
109417,"healthydoc.com","Dr. Nigma","6.5%"
109419,"displays2go.com","Displays2go","3.9%"
109425,"47brand.com","'47 Brand","3.3%"
109485,"avencohome.com","Avenco","6.5%"
109508,"shakerandspoon.com","Shaker & Spoon","3.3%"
109576,"simpleretro.com","Simple Retro","3.3%"
109578,"flybirdfitness.com","Flybird Fitness","5.2%"
109876,"store.yeelight.com","Yeelight","13%"
109876,"yeelight.com","Yeelight","13%"
109879,"eugeniakim.com","Eugenia Kim","7.8%"
109883,"urbanskinrx.com","Urban Skin Rx","3.9%"
109900,"dewbu.com","DEWBU","6.5%"
109910,"aylabag.com","Ayla & Co","6.5%"
109911,"2usmiles.com","2Usmiles","$130.00"
109921,"xtardirect.com","XTAR Technology Inc.","3.3%"
109925,"gratefulearthcoffee.com","Grateful Earth","26%"
109927,"internxt.com","Internxt","32.5%"
109928,"sezzle.com","Sezzle","$16.25"
109937,"cleeraudio.com","Cleer Audio","6.5%"
109977,"ideausa.com","iDea Electronics. inc","13%"
109994,"utahskigear.com","Utah Ski Gear","6.5%"
109995,"bleuetgirl.com","Bleuet","0.7%"
110007,"hairmayraki.com","Mayraki","13%"
110012,"peachskinsheets.com","PeachSkinSheets","6.5%"
110020,"propmoney.com","Prop Money Inc.","4.6%"
110023,"polkaudio.com","Polk Audio","3.3%"
110065,"celestyal.com","Celestyal Cruises","2.6%"
110065,"celestyalcruises.com","Celestyal Cruises","2.6%"
110081,"stance.com","Stance","3.9%"
110082,"vacaymyway.com","VacayMyWay","1.6%"
110083,"costumes.com","Costumes.com","5.2%"
110105,"jtv.com","JTV","2%"
110109,"nordlayer.com","NordLayer","19.5%"
110109,"nordvpnteams.com","NordLayer","19.5%"
110169,"shopgirlscrew.com","Girls Crew","6.5%"
110171,"expressvpn.com","Express VPN","65%"
110182,"knkg.com","King Kong Apparel","6.5%"
110182,"kingkongapparel.com","King Kong Apparel","6.5%"
110242,"vegogarden.com","Vego Garden","3.3%"
110248,"waproduction.com","WA Production","13%"
110265,"miracare.com","Mira Fertility","3.3%"
110344,"callasmilano.com","Callas Milano","6.5%"
110358,"calyxflowers.com","Calyx Flowers","3.9%"
110359,"zoeysleep.com","Zoey Sleep","5.2%"
110362,"bbqguys.com","BBQGuys","3.9%"
110369,"kaftko.com","KAFTKO","2%"
110386,"percivalclo.com","Percival Menswear","5.2%"
110432,"viome.com","Viome","6.5%"
110440,"expo.tuya.com","Tuya Expo Account","$0.65"
110440,"tuyaexpo.com","Tuya Expo Account","$0.65"
110443,"lepapierstudio.com","Vana Chupp Studio","5.2%"
110443,"vanachuppstudio.com","Vana Chupp Studio","5.2%"
110444,"verovino.com","VeroVino","3.9%"
110444,"verovinogusto.com","VeroVino","3.9%"
110511,"quicklly.com","Quicklly","9.8%"
110532,"colonialdames.com","Colonial Dames Co., Ltd.","3.3%"
110534,"sonreiskin.com","Sonrei","6.5%"
110535,"brewvana.com","City Brew Tours","5.2%"
110535,"citybrewtours.com","City Brew Tours","5.2%"
110536,"eucalypsohome.com","Eucalypso Home","5.2%"
110547,"greatcanvasprints.com","GreatCanvasPrints","2.6%"
110548,"justcanvasit.com","JustCanvasIt (US)","2.6%"
110551,"randco.com","R+Co","3.3%"
110554,"wellnessresources.com","Wellness Resources","6.5%"
110556,"wisdompanel.com","Wisdom Panel","3.9%"
110557,"clean.email","Clean Email","19.5%"
110563,"dietdirect.com","Diet Direct","1.3%"
110875,"inateck.com","Inateck Technology Inc.","3.9%"
110876,"potatovpn.io","PotatoVPN","19.5%"
110876,"potatovpn.com","PotatoVPN","19.5%"
110878,"corehomefitness.com","Core Home Fitness","3.3%"
110883,"cancunbayhotel.com","Cancun Bay","3.9%"
110883,"cancunbayresort.com","Cancun Bay","3.9%"
110884,"en.nyxhotels.com","Hotel NYX Cancun","3.9%"
110889,"surfsidesupply.com","Surfside Supply Co.","6.5%"
110892,"medicramp.com","MediCramp","16.3%"
110960,"rzmask.com","RZ Industries","9.8%"
110964,"dreametech.com","Dreame","5.2%"
110965,"aleck.io","Aleck","7.8%"
110969,"spoonflower.com","Spoonflower","2%"
110971,"oneodio.com","OneOdio","6.5%"
110977,"vanityfairlingerie.com","Vanity Fair Lingerie","2%"
110981,"apemans.com","Apeman","6.5%"
110990,"wonderfoldwagon.com","WonderFold Wagon","2%"
110990,"wonderfold.com","WonderFold Wagon","2%"
110992,"yeedi.com","Yeedi","2.6%"
110992,"us.yeedi.com","Yeedi","2.6%"
110993,"drinkhiyo.com","Hiyo","1.3%"
110997,"halosleep.com","Halo Sleep","1.3%"
111000,"audienhearing.com","Audien Hearing","1.3%"
111002,"citarella.com","Citarella","6.5%"
111007,"jerkydynasty.com","Jerky Dynasty","6.5%"
111008,"tifosioptics.com","Tifosi Optics","3.3%"
111010,"centurykickboxing.com","Century Kickboxing","3.3%"
111014,"cmycubes.com","CMY Cubes","9.8%"
111019,"kulikulifoods.com","Kuli Kuli Foods","9.8%"
111033,"kaiweets.com","Kaiweets","4.6%"
111035,"nexigo.com","NexiGo","9.8%"
111043,"myspotifyplaque.com","My Spotify Plaque","6.5%"
111044,"oupes.com","OUPES","3.3%"
111050,"petsupportsystems.com","Pet Support Systems","4.6%"
111051,"michelelopriore.com","Michele Lopriore","6.5%"
111082,"naipocare.com","NAIPO","9.8%"
111089,"web.z.com","GMO-Z.com","13%"
111090,"naot.com","Naot Footwear","6.5%"
111092,"findbuytool.com","Findbuytool Co., Limited","6.5%"
111093,"levainbakery.com","Levain Bakery","6.5%"
111095,"bastionboltactionpen.com","Bastion Bolt Action Pen","13%"
111099,"edsflyshop.com","Ed's Fly Shop","3.3%"
111102,"shop.x-raypad.com","X-raypad","3.9%"
111103,"dagsmejan.com","Dagsmejan","5.2%"
111123,"turbovpn.com","TurboVPN","29.9%"
111127,"dynojet.com","Dynojet","3.9%"
111131,"modernfuel.com","Modern Fuel","9.8%"
111137,"thefrozengarden.com","Frozen Garden","3.9%"
111138,"kagedmuscle.com","Kaged","2.6%"
111138,"kaged.com","Kaged","2.6%"
111147,"thmarinesupplies.com","T-H Marine Supplies","5.2%"
111148,"buzzbicycles.com","BUZZ Bikes","2.6%"
111157,"goriversidedesigns.com","Riverside Designs","6.5%"
112093,"mypaintbynumbers.com","My Paint by Numbers","9.8%"
112095,"blixbike.com","Blix Bike","2%"
112101,"vitalremedymd.com","Vital Remedy MD","13%"
112102,"mytouchskincare.com","Touch Skin Care","9.8%"
112103,"gibsonlook.com","Gibsonlook","3.3%"
112107,"buymymagiccarpet.com","My Magic Carpet","6.5%"
112108,"ferrymorse.com","Ferry-Morse Home Gardening","3.9%"
112113,"jessiejameshandbags.com","Jessie James Handbags","9.8%"
112129,"homeoanimal.com","HomeoAnimal","13%"
112129,"zumalka.com","HomeoAnimal","13%"
112134,"burningriverfoods.com","Burning River Foods","6.5%"
112136,"standardluggage.com","Standard Luggage Co.","6.5%"
112137,"buddhapants.com","Buddha Pants","6.5%"
112140,"oxo.com","OXO","3.3%"
112144,"chillboys.com","Chill Boys","6.5%"
112147,"renoo.life","Renoo","6.5%"
112148,"diesel.com","Diesel","3.3%"
112149,"durasagehealth.com","Durasage Health","3.3%"
112157,"technisportusa.com","Techni Sport","3.3%"
112164,"verbproducts.com","Verb Products","6.5%"
112166,"pachasoap.com","Pacha Soap","6.5%"
112174,"truwild.com","TRUWILD","9.8%"
112181,"loveandchew.com","Love + Chew","6.5%"
112208,"patriotcrew.co","Patriot Crew","6.5%"
112209,"barniescoffee.com","Barnies Coffee Tea Co.","6.5%"
112211,"readandspell.com","Touch-type Read and Spell","6.5%"
112212,"inquestyle.com","inQue.Style","9.8%"
112216,"trusy.co","Trusy Social","19.5%"
112221,"contemporaryartbychristine.com","Contemporary Art by Christine","6.5%"
112225,"sweethomecollection.com","Sweet Home Collection","6.5%"
112232,"cocoreefswim.com","Swimwear Anywhere","6.5%"
112235,"recesspickleball.com","Recess Pickleball","6.5%"
112242,"indiestitch.com","IndieStitch","$13.00"
112247,"oillife.com","Oil Life","0.7%"
112248,"giftcrates.com","Gift Crates","9.8%"
112253,"realcozy.co","RealCozy","3.3%"
112253,"waycozy.com","RealCozy","3.3%"
112260,"mevei.com","MEVEI","6.5%"
112263,"powbab.com","powbab","9.8%"
112286,"naturalcycles.com","Natural Cycles","$3.25"
112301,"leather-moccasins.com","The Brown Bear - Leather-Moccasins","7.8%"
112302,"jatai.net","JATAI","6.5%"
112306,"maxtrixkids.com","Maxtrix Kids","0.7%"
112309,"esportcertified.com","eSport Certified","6.5%"
112316,"amandahairs.com","Amanda Hair","6.5%"
112317,"hairclub.com","HairClub","6.5%"
112320,"goldenroot.co","Plift","6.5%"
112323,"koova.com","Koova","7.8%"
112324,"cleanmachineonline.com","Clean Machine","5.2%"
112327,"farandwild.com","Far & Wild","6.5%"
112331,"tepeusa.com","TePe","6.5%"
112344,"bambooisbetter.com","Bamboo is Better","6.5%"
112345,"gruv.com","Gruv","4.6%"
112347,"kodiak-wholesale.com","Kodiak Wholesale","$19.50"
112350,"bokksumarket.com","Bokksu Grocery","3.3%"
112350,"bokksugrocery.com","Bokksu Grocery","3.3%"
112351,"upperplayground.com","Upper Playground","6.5%"
112352,"tiffen.com","The Tiffen Company","6.5%"
112356,"monsterbass.com","MONSTERBASS","5.2%"
112364,"cosabella.com","Cosabella","3.9%"
112370,"ipeccoaching.com","iPEC Coaching","$65.00"
112371,"vitapodworld.com","Vitapod","2%"
112372,"swanwicksleep.com","Swanwick Sleep","5.2%"
112378,"chillbo.com","Chillbo","9.8%"
112381,"blastradiuscoffee.com","Blast Radius Coffee","6.5%"
112390,"lampsusa.com","LampsUSA","4.6%"
112394,"rareplayingcards.com","RarePlayingCards.com","3.3%"
112396,"joie.com","Joie","5.2%"
112404,"huffybikes.com","Huffy Bikes","2.6%"
112404,"huffy.com","Huffy Bikes","2.6%"
112409,"miaou.com","Miaou","0.7%"
112410,"hylunia.com","HYLUNIA SKINCARE","6.5%"
112419,"skullsplitterdice.com","SkullSplitter","9.8%"
112423,"alliedschools.com","Allied Real Estate Schools","3.9%"
112425,"macorner.co","Macorner","6.5%"
112434,"dogisgood.com","Dog is Good","6.5%"
112436,"bocajava.com","Boca Java","5.2%"
112438,"aspinaloflondon.com","Aspinal of London","3.3%"
112447,"vioc.com","Valvoline Instant Oil Change","5.2%"
112449,"petlibro.com","PetLibro","5.2%"
112452,"aveneusa.com","Avene","0.7%"
112458,"osmotics.com","Osmotics Cosmeceuticals","11.7%"
112459,"traciemartyn.com","Tracie Martyn","2%"
112461,"nuiorganics.com","Nui Organics","6.5%"
112464,"decoratd.com","decoratd","9.8%"
112486,"petespaleo.com","Pete's Real Food","4.6%"
112486,"petesrealfood.com","Pete's Real Food","4.6%"
112498,"jazame.com","Jazame","6.5%"
112501,"seatylock.com","SEATYLOCK","9.8%"
112513,"holistichairtribe.com","Holistic Hair Tribe","19.5%"
112514,"iderma.com","iderma skincare","6.5%"
112524,"assistdiabetics.com","Assist Diabetics","$6.50"
112531,"tyrolpickleball.com","Tyrol Pickleball","5.2%"
112532,"52hikechallenge.com","52 Hike Challenge","6.5%"
112535,"americanprovenance.com","American Provenance","19.5%"
112539,"myfahlo.com","Fahlo","1.3%"
112549,"xyzreptiles.com","XYZReptiles","5.2%"
112554,"getkeysmart.com","KeySmart","9.8%"
112555,"delfinaskin.com","Delfina Skin","6.5%"
112575,"envision-dream.com","Envision Dream","6.5%"
112582,"newageperformance.com","New Age Performance","6.5%"
112588,"diymoldtest.com","DIY Mold Test","7.8%"
112595,"tropicalfruitbox.com","Tropical Fruit Box","3.3%"
112601,"distritomax.com","Distrito Max","5.2%"
112601,"distritogod.com","Distrito Max","5.2%"
112608,"coreelle.com","Coréelle","6.5%"
112630,"infiniwell.com","InfiniWell","19.5%"
112631,"dashingdiva.com","Dashing Diva","5.2%"
112632,"boardroomsocks.com","Boardroom Socks","9.8%"
112632,"the-inspired-stories.com","Boardroom Socks","9.8%"
112635,"airalo.com","Airalo","6.5%"
112637,"shop.warriorstrongwellness.com","Warrior Strong Wellness","9.8%"
112642,"souler.com","SOULER","9.8%"
112651,"homeoanimo.com","Homeoanimo","13%"
112654,"venusmatters.com","Venus Matters","6.5%"
112656,"ctl.net","CTL","2%"
112657,"growace.com","Grow Ace","6.5%"
112662,"froghollow.com","Frog Hollow Farm","3.3%"
112664,"bassfishinghub.com","Bass Fishing Hub","3.3%"
112667,"theelderberryco.com","The Elderberry Co.","6.5%"
112670,"nerdkungfu.com","NerdKungFu","6.5%"
112676,"quickfixsynthetic.com","Quick Fix Synthetic Urine","16.3%"
112677,"leetielovendale.com","Leetie Lovendale","6.5%"
112685,"tomtoc.com","tomtoc","6.5%"
112686,"axiologybeauty.com","Axiology","3.9%"
112689,"mightywallet.shop","Mighty Wallet","3.3%"
112694,"sonicelectronix.com","Sonic Electronix","1.3%"
112695,"goodstate.com","Good State Health Solutions","6.5%"
112698,"solostrength.com","SoloStrength","3.3%"
112699,"crownbrush.com","Crown Brush","6.5%"
112707,"justpaintbynumber.com","Just Paint by Number","9.8%"
112710,"star-registration.com","Star Registration","9.8%"
112711,"mambinoorganics.com","Mambino Organics","16.3%"
112712,"garysvitamincloset.com","Gary's Vitamin Closet","9.8%"
112728,"kono.store","Kono","3.3%"
112729,"3rdrockessentials.com","3rd Rock Essentials","13%"
112730,"youngnutra.com","Young Nutraceuticals","4.6%"
112731,"bohobeachhut.com","Boho Beach Hut","6.5%"
112733,"basso.co","BASSO","6.5%"
112734,"toybox.com","Toybox","1.6%"
112734,"shop.make.toys","Toybox","1.6%"
112737,"simplycarbonfiber.com","Simply Carbon Fiber","7.8%"
112739,"drinkhoneybadger.com","Honey Badger","9.8%"
112740,"tachehf.com","Tache Home Fashion","9.8%"
112742,"dadabc.com","DaDalogy","9.8%"
112743,"free-spirit-shop.com","Free Spirit Shop","6.5%"
112745,"svala.co","Svala","9.8%"
112746,"amoffroad.com","AM Off-Road","3.3%"
112750,"feedmemore.com","Feed Me More","6.5%"
112754,"freshragsfl.com","Fresh Rags","3.3%"
112756,"detoxificationworks.com","Detoxification Works","19.5%"
112757,"bricksmasons.com","Bricks Masons","9.8%"
112759,"getbeamer.com","Beamer","19.5%"
112765,"myonlinefashionstore.com","MyOnlineFashionStore.com","16.3%"
112768,"caribbeanapparel.net","Caribbean Apparel","6.5%"
112776,"greekhouse.org","Greek House","6.5%"
112776,"store.greekhouse.org","Greek House","6.5%"
112779,"sharetribe.com","Sharetribe","6.5%"
112780,"crosskix.com","CROSSKIX","9.8%"
112782,"lazenne.com","Lazenne","6.5%"
112794,"eyelinegolf.com","EyeLine Golf","13%"
112795,"keekooralcare.com","Keeko","9.8%"
112796,"shop.weckmethod.com","WeckMethod","9.8%"
112797,"primateco.com","Primate","13%"
112799,"refersion.com","Refersion","9.8%"
112801,"dressamed.com","Dress A Med","3.3%"
112802,"shop.urbanwormcompany.com","Urban Worm Company","6.5%"
112804,"athlonrub.com","Athlon Rub","16.3%"
112808,"haloboard.com","Halo Board","5.2%"
112809,"keywaydesigns.com","Keyway","9.8%"
112810,"destinationgolddetectors.com","Destination Gold Detectors","3.3%"
112827,"momentum98naturalhealthstore.com","Momentum98","7.8%"
112829,"libertariancountry.com","Libertarian Country","9.8%"
112830,"leafandclay.co","Leaf & Clay","6.5%"
112835,"opengamingstore.com","The Open Gaming Store","3.3%"
112839,"int.sentimentsexpress.com","Sentiments Express","3.9%"
112840,"spa-noir.myshopify.com","Spa Noir Beauty Cocktails","13%"
112840,"spanoirbeauty.com","Spa Noir Beauty Cocktails","13%"
112853,"earthelementsorganics.net","Earth Elements Organics","16.3%"
112853,"nz.earthelementsorganics.net","Earth Elements Organics","16.3%"
112860,"live-live.com","live live & organic","6.5%"
112875,"arcticlynxmaternity.com","Arctic Lynx Maternity","5.2%"
112993,"handmadepiece.com","HandmadePiece","6.5%"
113001,"tablotv.com","Tablo","3.3%"
113007,"unicoeye.com","Unicoeye","19.5%"
113018,"deuxpardeux.com","Deux par Deux","2.6%"
113035,"badassextensioncords.com","Bad Ass Extension Cords","3.3%"
113093,"scribblesthatmatter.com","STM","6.5%"
113094,"sharegracefarms.com","Grace Farms Foods","6.5%"
113100,"helloeverist.com","Everist Inc.","3.9%"
113105,"peanut-app.io","Peanut App","$3.25"
113109,"getsunday.com","Sunday","1.3%"
113125,"metalshop.cz","Metalshop Europe","5.2%"
113127,"carvedesigns.com","Carve Designs","2.6%"
113128,"neoballs.com","Neoballs.com","8.1%"
113563,"maikagoods.com","MAIKA","6.5%"
113564,"deuxmains.com","Deux Mains","3.3%"
113573,"theapartmentcosenza.com","The Apartment","4.6%"
113575,"go2africa.com","Go2Africa","1.3%"
113577,"cuzenmatcha.com","Cuzen Matcha","6.5%"
113578,"goodlifeclothing.com","Goodlife Clothing","5.2%"
113581,"annasheffield.com","Anna Sheffield","6.5%"
113583,"comfier.com","Comfier","6.5%"
113585,"montemlife.com","Montem Outdoor Gear","9.8%"
113599,"littlesleepies.com","Little Sleepies","3.3%"
113605,"lionenergy.com","Lion Energy","4.6%"
113612,"hulkman.com","HULKMAN","2%"
113616,"curtarra.com","Curtarra","5.2%"
113626,"eighthdayskin.com","Eighth Day","3.3%"
113638,"lunaandstella.com","Luna & Stella","3.3%"
113649,"perfectlocks.com","Perfect Locks","3.3%"
113650,"truegracehealth.com","True Grace Health","6.5%"
113681,"wearnumi.com","Numi","2%"
113689,"adoebike.com","A Dece Oasis","3.3%"
113693,"olio-piro.com","Olio Piro","3.3%"
113696,"xpluswear.com","Xpluswear","6.5%"
113705,"dnavibe.com","DNA Vibe","6.5%"
113707,"empava.com","Kitchen Appliance Store","5.2%"
113707,"kitchenappliancestore.com","Kitchen Appliance Store","5.2%"
113708,"coppertistwu.com","Coppertist.Wu","9.8%"
113715,"ilytmi.com","Lytmi","2%"
113715,"lytmi.co","Lytmi","2%"
113727,"unilovebaby.com","Unilove","3.9%"
113729,"ankbit.myshopify.com","YeeMall","6.5%"
113729,"yeemall.com","YeeMall","6.5%"
113729,"1mii.shop","YeeMall","6.5%"
113730,"shanzuchef.com","Shanzu","6.5%"
113731,"davinandadley.com","DAVIN&ADLEY","1.3%"
113743,"ihoodwarm.com","iHood","6.5%"
113744,"shamelesspets.com","Shameless Pets","6.5%"
113755,"moerie.com","Moerie Beauty","3.3%"
113759,"celestestarre.com","celeste Starre","19.5%"
113832,"stickybesocks.com","Sticky Be Socks","6.5%"
113876,"atpatelier.com","ATP Atelier","2.6%"
113895,"oxygenconcentrator.shop","TTLife Oxygen Concentrator","7.8%"
113903,"blazevideo.net","Blaze Video","6.5%"
113907,"passerinehome.com","Passerine","3.3%"
113909,"shaktiwarriorshop.com","Shakti Warrior","2%"
113919,"democracyclothing.com","Democracy Clothing","6.5%"
113926,"us.donnermusic.com","Donner Music","6.5%"
113926,"donnermusic.com","Donner Music","6.5%"
113926,"donnerdeal.com","Donner Music","6.5%"
114287,"meater.com","Meater","3.3%"
114293,"yalishdiamonds.com","Yalish Diamonds","9.8%"
114297,"truheightvitamins.com","TruHeight","6.5%"
114298,"edloefinch.com","Edloe Finch","1.3%"
114301,"potensic.com","Potensic","2%"
114301,"store.potensic.com","Potensic","2%"
114310,"bluecutaprons.com","BlueCut","9.8%"
114319,"isdin.com","ISDIN","4.6%"
114334,"shop.bsigroup.com","bsi.knowledge","9.8%"
114334,"knowledge.bsigroup.com","bsi.knowledge","9.8%"
114343,"period.co","The Period Company","5.2%"
114349,"purerosy.com","Pure Rosy","9.8%"
114374,"alimiles.com","Ail Miles Clothing","6.5%"
114378,"biqu.equipment","BIQU Technology","5.2%"
114395,"bonneetfilou.com","Bonne et Filou","13%"
114397,"ulike.com","Ulike","9.8%"
114399,"otafukufoods.com","Otafuku Foods","9.8%"
114402,"marymaxim.com","Mary Maxim","3.3%"
114411,"bleurodbeattie.com","Bleu Rod Beattie Swimwear","7.8%"
114412,"citizenwatch.com","Citizen Watch","1.3%"
114535,"duhome.com","Duhome Inc","3.9%"
114537,"privateinternetaccess.com","Private Internet Access VPN","65%"
114540,"thehalara.com","Halara","3.3%"
114541,"budgettruck.com","Budget Truck Rental","2.6%"
114542,"hilifevitamins.com","HiLife Vitamins","6.5%"
114546,"truskin.com","TruSkin","11.7%"
114550,"bioworld.com","BioWorld","6.5%"
114559,"trudiagnostic.com","TruDiagnostic","6.5%"
114568,"shopryanporter.com","Candier by Ryan Porter","6.5%"
114575,"horsefeathers.eu","Horsefeathers","3.3%"
114583,"lecol.cc","Le Col","4.6%"
114587,"westernaloha.com","Western Aloha","5.2%"
